word,wf_rank,wf_pct,wf_zipf,sub_rank,sub_pct,sub_zipf,ox_cefr,ox_pos
circumstances,2520,0.07,4.59,2421,0.06,4.43,,
communications,2521,0.07,4.59,5861,0.02,3.92,,
concerns,2522,0.07,4.59,4371,0.03,4.1,,
controlled,2523,0.07,4.59,4861,0.02,4.04,,
corporation,2524,0.07,4.59,6013,0.02,3.91,B2,noun
cry,2525,0.07,4.59,983,0.19,4.92,A2,"noun, verb"
danger,2526,0.07,4.59,1272,0.14,4.78,A2,noun
deals,2527,0.07,4.59,4912,0.02,4.03,,
delivery,2528,0.07,4.59,2706,0.05,4.37,B1,noun
deserve,2529,0.07,4.59,1337,0.13,4.76,B1,verb
devices,2530,0.07,4.59,7189,0.01,3.8,,
dollar,2531,0.07,4.59,2807,0.05,4.35,A1,noun
dreams,2532,0.07,4.59,1086,0.16,4.86,,
empty,2533,0.07,4.59,1274,0.14,4.78,A2,adjective
enjoyed,2534,0.07,4.59,3116,0.04,4.29,,
explained,2535,0.07,4.59,3929,0.03,4.16,,
faces,2536,0.07,4.59,2048,0.08,4.53,,
folks,2537,0.07,4.59,1398,0.12,4.74,,
fucked,2538,0.07,4.59,1679,0.1,4.63,,
gender,2539,0.07,4.59,9083,0.01,3.64,A2,noun
instance,2540,0.07,4.59,3607,0.04,4.2,B1,noun
kim,2541,0.07,4.59,1571,0.11,4.67,,
kinda,2542,0.07,4.59,1698,0.1,4.63,,
matches,2543,0.07,4.59,3635,0.04,4.2,,
mile,2544,0.07,4.59,3056,0.04,4.3,B1,noun
motion,2545,0.07,4.59,3067,0.04,4.29,B2,noun
moves,2546,0.07,4.59,2166,0.07,4.5,,
nick,2547,0.07,4.59,1157,0.15,4.83,,
pacific,2548,0.07,4.59,4906,0.02,4.03,A2,adjective
prize,2549,0.07,4.59,2553,0.06,4.41,B1,noun
realized,2550,0.07,4.59,1633,0.1,4.65,,
reasonable,2551,0.07,4.59,3261,0.04,4.26,B1,adjective
receiving,2552,0.07,4.59,5220,0.02,3.99,,
register,2553,0.07,4.59,4386,0.03,4.1,B1,"noun, verb"
resolution,2554,0.07,4.59,9345,0.01,3.62,B2,noun
rural,2555,0.07,4.59,,,,B2,adjective
ryan,2556,0.07,4.59,1649,0.1,4.65,,
saving,2557,0.07,4.59,2027,0.08,4.53,,
sees,2558,0.07,4.59,1751,0.09,4.61,,
singing,2559,0.07,4.59,1046,0.17,4.88,A2,noun
spain,2560,0.07,4.59,3190,0.04,4.27,,
tools,2561,0.07,4.59,3697,0.03,4.19,,
typical,2562,0.07,4.59,3642,0.04,4.2,B1,adjective
universe,2563,0.07,4.59,1600,0.1,4.66,B1,noun
warning,2564,0.07,4.59,1929,0.08,4.56,B1,noun
wars,2565,0.07,4.59,3978,0.03,4.15,,
wednesday,2566,0.07,4.59,3375,0.04,4.24,A1,noun
admit,2567,0.07,4.58,1205,0.15,4.81,A2,verb
attitude,2568,0.07,4.58,2493,0.06,4.42,A2,noun
branch,2569,0.07,4.58,3845,0.03,4.17,B1,"noun, verb"
brazil,2570,0.07,4.58,4984,0.02,4.02,,
conducted,2571,0.07,4.58,8493,0.01,3.68,,
decades,2572,0.07,4.58,5416,0.02,3.97,,
dedicated,2573,0.07,4.58,4760,0.03,4.05,,
definition,2574,0.07,4.58,7095,0.01,3.8,B1,noun
drawing,2575,0.07,4.58,3032,0.05,4.3,A2,noun
favor,2576,0.07,4.58,1162,0.15,4.83,,
flag,2577,0.07,4.58,2873,0.05,4.33,A1,noun
frame,2578,0.07,4.58,3325,0.04,4.25,B2,"noun, verb"
guest,2579,0.07,4.58,1584,0.1,4.67,A1,noun
ha,2580,0.07,4.58,576,0.38,5.22,,
heaven,2581,0.07,4.58,1143,0.15,4.83,B1,noun
independence,2582,0.07,4.58,5753,0.02,3.93,A2,noun
institutions,2583,0.07,4.58,,,,,
it'll,2584,0.07,4.58,,,,,
jackson,2585,0.07,4.58,2380,0.06,4.44,,
kiss,2586,0.07,4.58,734,0.26,5.06,B1,"noun, verb"
load,2587,0.07,4.58,2243,0.07,4.48,B2,"noun, verb"
plot,2588,0.07,4.58,4041,0.03,4.14,B2,noun
possibility,2589,0.07,4.58,2834,0.05,4.34,B1,noun
random,2590,0.07,4.58,3692,0.03,4.19,,
recovery,2591,0.07,4.58,4877,0.02,4.04,B1,noun
rent,2592,0.07,4.58,1868,0.08,4.58,A2,"noun, verb"
replace,2593,0.07,4.58,3236,0.04,4.27,A2,verb
represent,2594,0.07,4.58,3481,0.04,4.23,A2,verb
reviews,2595,0.07,4.58,,,,,
scenes,2596,0.07,4.58,4285,0.03,4.11,,
seeking,2597,0.07,4.58,5200,0.02,3.99,,
senator,2598,0.07,4.58,2613,0.06,4.39,B2,noun
sentence,2599,0.07,4.58,2464,0.06,4.43,B2,"noun, verb"
teeth,2600,0.07,4.58,1525,0.11,4.69,,
tips,2601,0.07,4.58,5224,0.02,3.99,,
trained,2602,0.07,4.58,2831,0.05,4.34,,
understood,2603,0.07,4.58,1442,0.12,4.72,,
academic,2604,0.07,4.57,8445,0.01,3.69,B1,adjective
academy,2605,0.07,4.57,3574,0.04,4.21,B1,noun
accurate,2606,0.07,4.57,5179,0.02,4.0,B1,adjective
achieve,2607,0.07,4.57,4115,0.03,4.13,A2,verb
adam,2608,0.07,4.57,1232,0.14,4.8,,
afford,2609,0.07,4.57,1625,0.1,4.65,B1,verb
andrew,2610,0.07,4.57,2638,0.05,4.39,,
assume,2611,0.07,4.57,2004,0.08,4.54,B1,verb
bbc,2612,0.07,4.57,8194,0.01,3.71,,
bottle,2613,0.07,4.57,1305,0.13,4.77,B2,"noun, verb"
bunch,2614,0.07,4.57,1198,0.15,4.81,B1,noun
category,2615,0.07,4.57,8466,0.01,3.68,B1,noun
chat,2616,0.07,4.57,2630,0.05,4.39,A2,"noun, verb"
cheese,2617,0.07,4.57,1825,0.09,4.59,A1,noun
chemical,2618,0.07,4.57,4144,0.03,4.13,B1,"adjective, noun"
clinton,2619,0.07,4.57,7808,0.01,3.74,,
competitive,2620,0.07,4.57,7637,0.01,3.75,B1,adjective
detail,2621,0.07,4.57,2640,0.05,4.39,A2,noun
diet,2622,0.07,4.57,3680,0.04,4.19,A2,noun
em,2623,0.07,4.57,530,0.43,5.29,,
favourite,2624,0.07,4.57,3300,0.04,4.25,,
fruit,2625,0.07,4.57,2400,0.06,4.44,A1,noun
harder,2626,0.07,4.57,1790,0.09,4.6,,
he'd,2627,0.07,4.57,,,,,
index,2628,0.07,4.57,,,,B2,noun
item,2629,0.07,4.57,4056,0.03,4.14,A1,noun
lane,2630,0.07,4.57,2898,0.05,4.33,A2,noun
mess,2631,0.07,4.57,933,0.2,4.95,B2,"noun, verb"
navy,2632,0.07,4.57,2771,0.05,4.35,B2,noun
normally,2633,0.07,4.57,2568,0.06,4.4,B1,adverb
occurred,2634,0.07,4.57,3849,0.03,4.17,,
opposition,2635,0.07,4.57,7063,0.01,3.81,B1,noun
parent,2636,0.07,4.57,3655,0.04,4.2,A1,noun
permanent,2637,0.07,4.57,4276,0.03,4.11,B1,adjective
personally,2638,0.07,4.57,1835,0.09,4.59,B1,adverb
pleasure,2639,0.07,4.57,978,0.19,4.92,A1,noun
prefer,2640,0.07,4.57,1611,0.1,4.66,A2,verb
programme,2641,0.07,4.57,5445,0.02,3.97,,
representative,2642,0.07,4.57,5981,0.02,3.91,B1,noun
scheme,2643,0.07,4.57,5094,0.02,4.01,B2,noun
shift,2644,0.07,4.57,2363,0.06,4.45,B1,"noun, verb"
stood,2645,0.07,4.57,2121,0.07,4.51,,
storage,2646,0.07,4.57,4753,0.03,4.05,B1,noun
tank,2647,0.07,4.57,2578,0.06,4.4,B1,noun
tend,2648,0.07,4.57,3752,0.03,4.18,B1,verb
tight,2649,0.07,4.57,1413,0.12,4.73,B2,"adjective, adverb"
transportation,2650,0.07,4.57,7661,0.01,3.75,B1,noun
ultimately,2651,0.07,4.57,5495,0.02,3.96,B2,adverb
unlike,2652,0.07,4.57,3290,0.04,4.26,B2,"adjective, preposition"
weekly,2653,0.07,4.57,7857,0.01,3.73,A2,"adjective, adverb"
yard,2654,0.07,4.57,2596,0.06,4.4,A1,noun
anybody,2655,0.07,4.56,563,0.39,5.24,A1,pronoun
assets,2656,0.07,4.56,6515,0.02,3.86,,
basketball,2657,0.07,4.56,3927,0.03,4.16,A1,noun
button,2658,0.07,4.56,2406,0.06,4.44,A1,noun
candidates,2659,0.07,4.56,7603,0.01,3.76,,
combat,2660,0.07,4.56,4013,0.03,4.15,,
constitution,2661,0.07,4.56,6743,0.02,3.84,B1,noun
consumer,2662,0.07,4.56,,,,B1,noun
counter,2663,0.07,4.56,4102,0.03,4.13,B1,"noun, verb"
creation,2664,0.07,4.56,4839,0.02,4.04,B2,noun
crown,2665,0.07,4.56,2697,0.05,4.37,A2,noun
crying,2666,0.07,4.56,873,0.21,4.98,,
dc,2667,0.07,4.56,6822,0.02,3.83,,
defined,2668,0.07,4.56,,,,,
depending,2669,0.07,4.56,6452,0.02,3.87,,
depression,2670,0.07,4.56,5323,0.02,3.98,B1,noun
describe,2671,0.07,4.56,2994,0.05,4.31,A1,verb
drivers,2672,0.07,4.56,6100,0.02,3.9,,
el,2673,0.07,4.56,2937,0.05,4.32,,
employment,2674,0.07,4.56,7391,0.01,3.78,B1,noun
exclusive,2675,0.07,4.56,5413,0.02,3.97,B1,adjective
excuse,2676,0.07,4.56,341,0.76,5.53,B1,"noun, verb"
expert,2677,0.07,4.56,2369,0.06,4.45,A2,"adjective, noun"
frequently,2678,0.07,4.56,9384,0.01,3.62,B1,adverb
golf,2679,0.07,4.56,2965,0.05,4.32,A2,noun
grace,2680,0.07,4.56,1341,0.13,4.76,A2,noun
hopefully,2681,0.07,4.56,2804,0.05,4.35,B1,adverb
identify,2682,0.07,4.56,3128,0.04,4.29,B2,verb
importance,2683,0.07,4.56,4899,0.02,4.03,A2,noun
kevin,2684,0.07,4.56,1646,0.1,4.65,,
laid,2685,0.07,4.56,2214,0.07,4.48,,
latter,2686,0.07,4.56,,,,A2,"adjective, adverb, pronoun"
manufacturing,2687,0.07,4.56,,,,B2,noun
mining,2688,0.07,4.56,7460,0.01,3.77,,
object,2689,0.07,4.56,2533,0.06,4.41,B2,"noun, verb"
partners,2690,0.07,4.56,2902,0.05,4.33,,
pattern,2691,0.07,4.56,3194,0.04,4.27,B1,noun
performing,2692,0.07,4.56,5242,0.02,3.99,,
personnel,2693,0.07,4.56,4585,0.03,4.07,B2,noun
perspective,2694,0.07,4.56,4886,0.02,4.04,B2,noun
pregnant,2695,0.07,4.56,1222,0.14,4.8,B1,adjective
premier,2696,0.07,4.56,,,,,
promote,2697,0.07,4.56,8358,0.01,3.69,B1,verb
q,2698,0.07,4.56,,,,,
revolution,2699,0.07,4.56,2688,0.05,4.37,B2,noun
rooms,2700,0.07,4.56,2327,0.06,4.46,,
severe,2701,0.07,4.56,4413,0.03,4.09,B1,adjective
sleeping,2702,0.07,4.56,1031,0.17,4.89,,
suppose,2703,0.07,4.56,748,0.26,5.05,B1,verb
tool,2704,0.07,4.56,4228,0.03,4.12,A1,noun
tournament,2705,0.07,4.56,5272,0.02,3.99,B1,noun
turkey,2706,0.07,4.56,3103,0.04,4.29,A1,noun
ve,2707,0.07,4.56,3287,0.04,4.26,,
victim,2708,0.07,4.56,1075,0.17,4.87,B1,noun
victims,2709,0.07,4.56,1924,0.08,4.56,,
4th,2710,0.07,4.55,,,,,
agents,2711,0.07,4.55,2740,0.05,4.36,,
amazon,2712,0.07,4.55,8746,0.01,3.66,,
arrest,2713,0.07,4.55,1087,0.16,4.86,B1,"noun, verb"
attend,2714,0.07,4.55,2998,0.05,4.31,B1,verb
ban,2715,0.07,4.55,8214,0.01,3.71,B2,"noun, verb"
brilliant,2716,0.07,4.55,1640,0.1,4.65,A2,adjective
carbon,2717,0.07,4.55,5749,0.02,3.93,B2,noun
catholic,2718,0.07,4.55,4057,0.03,4.14,,
chose,2719,0.07,4.55,2116,0.07,4.51,,
circle,2720,0.07,4.55,2562,0.06,4.4,B1,"noun, verb"
concert,2721,0.07,4.55,2892,0.05,4.33,A1,noun
crash,2722,0.07,4.55,1932,0.08,4.56,B1,"noun, verb"
declared,2723,0.07,4.55,5553,0.02,3.96,,
deliver,2724,0.07,4.55,2031,0.08,4.53,B1,verb
depth,2725,0.07,4.55,5804,0.02,3.93,B1,noun
deputy,2726,0.07,4.55,3143,0.04,4.28,B2,noun
dirty,2727,0.07,4.55,1083,0.16,4.86,A1,adjective
doctors,2728,0.07,4.55,1875,0.08,4.58,,
earned,2729,0.07,4.55,3386,0.04,4.24,,
electronic,2730,0.07,4.55,4501,0.03,4.08,B1,adjective
error,2731,0.07,4.55,4624,0.03,4.07,A2,noun
existence,2732,0.07,4.55,3352,0.04,4.25,B1,noun
experiences,2733,0.07,4.55,5894,0.02,3.92,,
expression,2734,0.07,4.55,3902,0.03,4.16,A2,noun
factory,2735,0.07,4.55,2168,0.07,4.5,A1,noun
headed,2736,0.07,4.55,2087,0.07,4.52,,
interior,2737,0.07,4.55,6535,0.02,3.86,B2,noun
joy,2738,0.07,4.55,1669,0.1,4.64,A2,noun
jr,2739,0.07,4.55,6228,0.02,3.89,,
legislation,2740,0.07,4.55,,,,B2,noun
maintenance,2741,0.07,4.55,6329,0.02,3.88,B1,noun
manner,2742,0.07,4.55,3956,0.03,4.15,A2,noun
mate,2743,0.07,4.55,1130,0.16,4.84,B2,noun
matt,2744,0.07,4.55,1886,0.08,4.57,,
nearby,2745,0.07,4.55,3279,0.04,4.26,B1,"adjective, adverb"
noise,2746,0.07,4.55,1635,0.1,4.65,A1,noun
origin,2747,0.07,4.55,6366,0.02,3.88,B1,noun
pakistan,2748,0.07,4.55,7154,0.01,3.8,,
panel,2749,0.07,4.55,5848,0.02,3.92,B2,noun
personality,2750,0.07,4.55,3391,0.04,4.24,A2,noun
plate,2751,0.07,4.55,2070,0.07,4.52,A2,noun
practices,2752,0.07,4.55,,,,,
prepare,2753,0.07,4.55,1601,0.1,4.66,A2,verb
relief,2754,0.07,4.55,3408,0.04,4.24,B2,noun
replaced,2755,0.07,4.55,4769,0.03,4.05,,
resistance,2756,0.07,4.55,3732,0.03,4.18,B2,noun
retail,2757,0.07,4.55,,,,B1,noun
rice,2758,0.07,4.55,2335,0.06,4.46,A1,noun
roads,2759,0.07,4.55,3951,0.03,4.16,,
roof,2760,0.07,4.55,1765,0.09,4.61,A2,noun
shame,2761,0.07,4.55,1322,0.13,4.77,B1,noun
ships,2762,0.07,4.55,2625,0.06,4.39,,
somewhat,2763,0.07,4.55,4941,0.02,4.03,B2,adverb
staying,2764,0.07,4.55,1085,0.16,4.86,,
stronger,2765,0.07,4.55,2223,0.07,4.48,,
surely,2766,0.07,4.55,1613,0.1,4.66,B1,adverb
tip,2767,0.07,4.55,2262,0.07,4.47,B2,"noun, verb"
updated,2768,0.07,4.55,,,,,
writers,2769,0.07,4.55,6347,0.02,3.88,,
absolute,2770,0.06,4.54,3532,0.04,4.22,B1,adjective
advertising,2771,0.06,4.54,5867,0.02,3.92,A2,noun
agencies,2772,0.06,4.54,9392,0.01,3.61,,
baseball,2773,0.06,4.54,2839,0.05,4.34,A1,noun
bathroom,2774,0.06,4.54,1283,0.14,4.78,A1,noun
bible,2775,0.06,4.54,3005,0.05,4.31,,
cable,2776,0.06,4.54,3917,0.03,4.16,B2,noun
calm,2777,0.06,4.54,669,0.3,5.12,B1,adjective
championship,2778,0.06,4.54,5593,0.02,3.95,A2,noun
checked,2779,0.06,4.54,1499,0.11,4.7,,
client,2780,0.06,4.54,1299,0.13,4.77,B2,noun
constant,2781,0.06,4.54,4122,0.03,4.13,B2,adjective
da,2782,0.06,4.54,1906,0.08,4.57,,
dates,2783,0.06,4.54,3543,0.04,4.22,,
degrees,2784,0.06,4.54,2886,0.05,4.33,,
democrats,2785,0.06,4.54,,,,,
doors,2786,0.06,4.54,1778,0.09,4.6,,
driven,2787,0.06,4.54,3698,0.03,4.19,,
dumb,2788,0.06,4.54,1628,0.1,4.65,B2,adjective
empire,2789,0.06,4.54,2513,0.06,4.42,B1,noun
exciting,2790,0.06,4.54,1838,0.09,4.59,A1,adjective
expansion,2791,0.06,4.54,,,,B2,noun
he'll,2792,0.06,4.54,,,,,
heavily,2793,0.06,4.54,2691,0.05,4.37,A2,adverb
hide,2794,0.06,4.54,896,0.21,4.97,A1,verb
incident,2795,0.06,4.54,2458,0.06,4.43,B1,noun
irish,2796,0.06,4.54,4156,0.03,4.13,,
linked,2797,0.06,4.54,5959,0.02,3.91,,
manage,2798,0.06,4.54,1787,0.09,4.6,A2,verb
messages,2799,0.06,4.54,2940,0.05,4.32,,
michigan,2800,0.06,4.54,8911,0.01,3.65,,
multi,2801,0.06,4.54,,,,,
nfl,2802,0.06,4.54,,,,,
politicians,2803,0.06,4.54,5490,0.02,3.96,,
print,2804,0.06,4.54,2983,0.05,4.31,A2,"noun, verb"
quit,2805,0.06,4.54,1025,0.18,4.89,A2,"adjective, verb"
refused,2806,0.06,4.54,2846,0.05,4.34,,
reporting,2807,0.06,4.54,4625,0.03,4.07,,
sight,2808,0.06,4.54,1490,0.11,4.7,A1,noun
significantly,2809,0.06,4.54,,,,B2,adverb
sing,2810,0.06,4.54,780,0.24,5.03,A1,verb
soviet,2811,0.06,4.54,4080,0.03,4.14,B2,noun
weapon,2812,0.06,4.54,1261,0.14,4.79,B1,noun
wet,2813,0.06,4.54,1782,0.09,4.6,A2,adjective
widely,2814,0.06,4.54,,,,A2,adverb
worldwide,2815,0.06,4.54,8109,0.01,3.71,A2,"adjective, adverb"
ages,2816,0.06,4.53,2903,0.05,4.33,,
anniversary,2817,0.06,4.53,3224,0.04,4.27,A2,noun
attractive,2818,0.06,4.53,3035,0.05,4.3,A2,adjective
bike,2819,0.06,4.53,1887,0.08,4.57,A1,noun
broad,2820,0.06,4.53,4531,0.03,4.08,B1,adjective
burn,2821,0.06,4.53,1265,0.14,4.79,B1,"noun, verb"
cake,2822,0.06,4.53,1466,0.12,4.71,A1,noun
causing,2823,0.06,4.53,3824,0.03,4.17,,
closely,2824,0.06,4.53,4352,0.03,4.1,B1,adverb
constantly,2825,0.06,4.53,3773,0.03,4.18,B1,adverb
contest,2826,0.06,4.53,3063,0.04,4.3,A1,noun
deaths,2827,0.06,4.53,4541,0.03,4.08,,
depends,2828,0.06,4.53,2014,0.08,4.54,,
drawn,2829,0.06,4.53,3875,0.03,4.17,,
e.g,2830,0.06,4.53,,,,,
fees,2831,0.06,4.53,7014,0.01,3.81,,
francisco,2832,0.06,4.53,3310,0.04,4.25,,
haha,2833,0.06,4.53,,,,,
hardly,2834,0.06,4.53,1428,0.12,4.73,A2,adverb
hat,2835,0.06,4.53,1384,0.12,4.74,A1,noun
height,2836,0.06,4.53,4139,0.03,4.13,B1,noun
hidden,2837,0.06,4.53,1832,0.09,4.59,B1,adjective
hong,2838,0.06,4.53,2849,0.05,4.34,,
invited,2839,0.06,4.53,1556,0.11,4.68,,
letting,2840,0.06,4.53,1587,0.1,4.67,,
loud,2841,0.06,4.53,1486,0.11,4.7,B1,"adjective, adverb"
manchester,2842,0.06,4.53,8733,0.01,3.66,,
marine,2843,0.06,4.53,4107,0.03,4.13,B1,adjective
motor,2844,0.06,4.53,3879,0.03,4.17,B1,noun
officially,2845,0.06,4.53,3245,0.04,4.26,B1,adverb
pc,2846,0.06,4.53,,,,A2,noun
peak,2847,0.06,4.53,6460,0.02,3.87,B2,noun
portion,2848,0.06,4.53,8037,0.01,3.72,B2,noun
pounds,2849,0.06,4.53,2010,0.08,4.54,,
princess,2850,0.06,4.53,1377,0.13,4.74,A1,noun
protein,2851,0.06,4.53,7650,0.01,3.75,,
puts,2852,0.06,4.53,2518,0.06,4.41,,
raw,2853,0.06,4.53,3851,0.03,4.17,A2,adjective
reform,2854,0.06,4.53,7368,0.01,3.78,B2,noun
regions,2855,0.06,4.53,,,,,
represented,2856,0.06,4.53,7927,0.01,3.73,,
respond,2857,0.06,4.53,3529,0.04,4.22,B1,verb
retirement,2858,0.06,4.53,5246,0.02,3.99,B2,noun
sample,2859,0.06,4.53,3339,0.04,4.25,A2,noun
seats,2860,0.06,4.53,3191,0.04,4.27,,
secondary,2861,0.06,4.53,8641,0.01,3.67,B2,adjective
solar,2862,0.06,4.53,4138,0.03,4.13,B2,adjective
somehow,2863,0.06,4.53,1436,0.12,4.72,B1,adverb
stayed,2864,0.06,4.53,1664,0.1,4.64,,
suffering,2865,0.06,4.53,2212,0.07,4.49,B2,noun
sydney,2866,0.06,4.53,4049,0.03,4.14,,
today's,2867,0.06,4.53,,,,,
tries,2868,0.06,4.53,3354,0.04,4.25,,
ultimate,2869,0.06,4.53,3936,0.03,4.16,B2,adjective
unknown,2870,0.06,4.53,2814,0.05,4.34,A2,adjective
wilson,2871,0.06,4.53,2859,0.05,4.33,,
wondering,2872,0.06,4.53,1344,0.13,4.76,,
attached,2873,0.06,4.52,3734,0.03,4.18,B2,adjective
attacked,2874,0.06,4.52,1990,0.08,4.55,,
automatically,2875,0.06,4.52,7945,0.01,3.73,A2,adverb
balls,2876,0.06,4.52,1597,0.1,4.66,,
battery,2877,0.06,4.52,3961,0.03,4.15,A2,noun
bills,2878,0.06,4.52,2985,0.05,4.31,,
blind,2879,0.06,4.52,1409,0.12,4.73,B1,adjective
breath,2880,0.06,4.52,1469,0.12,4.71,B1,noun
brief,2881,0.06,4.52,3736,0.03,4.18,B1,adjective
carolina,2882,0.06,4.52,7607,0.01,3.76,,
chest,2883,0.06,4.52,1798,0.09,4.6,A2,noun
conduct,2884,0.06,4.52,4294,0.03,4.11,B2,"noun, verb"
debut,2885,0.06,4.52,,,,,
decade,2886,0.06,4.52,6584,0.02,3.85,B2,noun
destroy,2887,0.06,4.52,1196,0.15,4.81,A2,verb
differences,2888,0.06,4.52,5939,0.02,3.91,,
edward,2889,0.06,4.52,2972,0.05,4.31,,
engaged,2890,0.06,4.52,2470,0.06,4.43,B1,adjective
experts,2891,0.06,4.52,5546,0.02,3.96,,
expressed,2892,0.06,4.52,8483,0.01,3.68,,
external,2893,0.06,4.52,9723,0.01,3.59,B2,adjective
fantasy,2894,0.06,4.52,3450,0.04,4.23,B1,noun
ft,2895,0.06,4.52,,,,,
grab,2896,0.06,4.52,1057,0.17,4.88,B1,verb
hollywood,2897,0.06,4.52,2650,0.05,4.38,,
i.e,2898,0.06,4.52,,,,,
immediate,2899,0.06,4.52,4401,0.03,4.09,B1,adjective
introduction,2900,0.06,4.52,8366,0.01,3.69,B1,noun
joseph,2901,0.06,4.52,2845,0.05,4.34,,
license,2902,0.06,4.52,2162,0.07,4.5,,
paint,2903,0.06,4.52,1768,0.09,4.61,A1,"noun, verb"
pilot,2904,0.06,4.52,2379,0.06,4.45,A2,noun
pink,2905,0.06,4.52,2641,0.05,4.39,A2,"adjective, noun"
presidential,2906,0.06,4.52,7934,0.01,3.73,B2,adjective
principal,2907,0.06,4.52,3102,0.04,4.29,B2,"adjective, noun"
recognize,2908,0.06,4.52,1574,0.11,4.67,,
recognized,2909,0.06,4.52,4220,0.03,4.12,,
registered,2910,0.06,4.52,4282,0.03,4.11,,
regularly,2911,0.06,4.52,7642,0.01,3.75,A2,adverb
representatives,2912,0.06,4.52,,,,,
rising,2913,0.06,4.52,4131,0.03,4.13,,
seasons,2914,0.06,4.52,7615,0.01,3.76,,
shipping,2915,0.06,4.52,6852,0.02,3.83,B2,noun
singer,2916,0.06,4.52,2894,0.05,4.33,A1,noun
smoking,2917,0.06,4.52,2321,0.06,4.46,A1,noun
steam,2918,0.06,4.52,4350,0.03,4.1,B1,noun
suffered,2919,0.06,4.52,2918,0.05,4.32,,
survive,2920,0.06,4.52,1532,0.11,4.69,A2,verb
tall,2921,0.06,4.52,2052,0.08,4.53,A1,adjective
thats,2922,0.06,4.52,7392,0.01,3.78,,
theatre,2923,0.06,4.52,3511,0.04,4.22,,
therapy,2924,0.06,4.52,2986,0.05,4.31,B2,noun
witness,2925,0.06,4.52,1208,0.15,4.81,B1,"noun, verb"
adopted,2926,0.06,4.51,4785,0.03,4.05,B2,adjective
aim,2927,0.06,4.51,3202,0.04,4.27,B2,"noun, verb"
campus,2928,0.06,4.51,4927,0.02,4.03,A2,noun
cap,2929,0.06,4.51,3003,0.05,4.31,A1,noun
chances,2930,0.06,4.51,2420,0.06,4.43,,
childhood,2931,0.06,4.51,2682,0.05,4.38,A2,noun
clinical,2932,0.06,4.51,9745,0.01,3.59,,
clubs,2933,0.06,4.51,4704,0.03,4.06,,
comedy,2934,0.06,4.51,3865,0.03,4.17,B1,noun
commander,2935,0.06,4.51,1370,0.13,4.75,B2,noun
comparison,2936,0.06,4.51,8471,0.01,3.68,B1,noun
covers,2937,0.06,4.51,5441,0.02,3.97,,
dan,2938,0.06,4.51,1651,0.1,4.64,,
defeat,2939,0.06,4.51,2896,0.05,4.33,B1,"noun, verb"
defence,2940,0.06,4.51,4707,0.03,4.06,,
democracy,2941,0.06,4.51,4964,0.02,4.02,B1,noun
detailed,2942,0.06,4.51,7570,0.01,3.76,B2,adjective
entitled,2943,0.06,4.51,5157,0.02,4.0,,
exact,2944,0.06,4.51,2366,0.06,4.45,B1,adjective
exposed,2945,0.06,4.51,3860,0.03,4.17,,
fed,2946,0.06,4.51,2617,0.06,4.39,,
fee,2947,0.06,4.51,4378,0.03,4.1,A2,noun
injured,2948,0.06,4.51,3184,0.04,4.28,B2,adjective
jan,2949,0.06,4.51,5357,0.02,3.98,,
jordan,2950,0.06,4.51,2956,0.05,4.32,,
kinds,2951,0.06,4.51,2490,0.06,4.42,,
lets,2952,0.06,4.51,2742,0.05,4.36,,
loans,2953,0.06,4.51,8732,0.01,3.66,,
lock,2954,0.06,4.51,1246,0.14,4.8,B1,"noun, verb"
musical,2955,0.06,4.51,3931,0.03,4.16,B2,"adjective, noun"
nose,2956,0.06,4.51,1280,0.14,4.78,A1,noun
objects,2957,0.06,4.51,4496,0.03,4.08,,
opposed,2958,0.06,4.51,6087,0.02,3.9,,
organized,2959,0.06,4.51,4415,0.03,4.09,,
plastic,2960,0.06,4.51,2911,0.05,4.32,B1,"adjective, noun"
protected,2961,0.06,4.51,3596,0.04,4.21,,
purposes,2962,0.06,4.51,7297,0.01,3.79,,
quote,2963,0.06,4.51,4722,0.03,4.05,B2,"noun, verb"
recording,2964,0.06,4.51,3177,0.04,4.28,B1,noun
semi,2965,0.06,4.51,,,,,
statements,2966,0.06,4.51,5883,0.02,3.92,,
suspect,2967,0.06,4.51,1302,0.13,4.77,B2,"noun, verb"
swear,2968,0.06,4.51,811,0.23,5.01,B1,verb
techniques,2969,0.06,4.51,6893,0.01,3.82,,
tie,2970,0.06,4.51,1642,0.1,4.65,B1,"noun, verb"
tim,2971,0.06,4.51,1892,0.08,4.57,,
trend,2972,0.06,4.51,,,,B1,noun
valuable,2973,0.06,4.51,3064,0.04,4.3,B1,adjective
wealth,2974,0.06,4.51,3798,0.03,4.17,A2,noun
wise,2975,0.06,4.51,2317,0.06,4.46,A2,adjective
yards,2976,0.06,4.51,4141,0.03,4.13,,
aged,2977,0.06,4.5,7461,0.01,3.77,A2,adjective
approval,2978,0.06,4.5,5349,0.02,3.98,B1,noun
aspects,2979,0.06,4.5,9939,0.01,3.58,,
attempts,2980,0.06,4.5,7717,0.01,3.75,,
bread,2981,0.06,4.5,1850,0.09,4.58,A1,noun
burning,2982,0.06,4.5,1957,0.08,4.56,B1,adjective
champions,2983,0.06,4.5,9308,0.01,3.62,,
contain,2984,0.06,4.5,5630,0.02,3.95,B1,verb
convention,2985,0.06,4.5,5535,0.02,3.96,B2,noun
dancing,2986,0.06,4.5,1462,0.12,4.71,A1,noun
