learning_rank,word,wf_rank,wf_pct,wf_zipf,sub_rank,sub_pct,sub_zipf,ox_cefr,ox_pos,learning_score
8097,flexible,5792,0.03,4.13,,,,B2,adjective,
8098,households,5800,0.03,4.13,,,,,,
8099,hp,5801,0.03,4.13,,,,,,
8100,iconic,5802,0.03,4.13,,,,,,
8101,kenya,5805,0.03,4.13,,,,,,
8102,lesser,5806,0.03,4.13,,,,,,
8103,liberals,5807,0.03,4.13,,,,,,
8104,mandatory,5809,0.03,4.13,,,,,,
8105,manufactured,5810,0.03,4.13,,,,,,
8106,mechanics,5811,0.03,4.13,,,,,,
8107,mt,5814,0.03,4.13,,,,,,
8108,operates,5819,0.03,4.13,,,,,,
8109,pittsburgh,5823,0.03,4.13,,,,,,
8110,playoff,5824,0.03,4.13,,,,,,
8111,providers,5829,0.03,4.13,,,,,,
8112,putin,5831,0.03,4.13,,,,,,
8113,reportedly,5832,0.03,4.13,,,,,,
8114,seeks,5836,0.03,4.13,,,,,,
8115,washing,5850,0.03,4.13,4114,0.03,4.13,,,0.0
8116,adjacent,5851,0.02,4.12,,,,,,
8117,agreements,5852,0.02,4.12,,,,,,
8118,arabia,5854,0.02,4.12,,,,,,
8119,curriculum,5870,0.02,4.12,,,,B1,noun,
8120,electoral,5878,0.02,4.12,,,,,,
8121,entity,5880,0.02,4.12,,,,,,
8122,feminist,5883,0.02,4.12,,,,,,
8123,governing,5884,0.02,4.12,,,,,,
8124,interface,5887,0.02,4.12,,,,,,
8125,ios,5888,0.02,4.12,,,,,,
8126,journalism,5890,0.02,4.12,,,,B2,noun,
8127,linear,5894,0.02,4.12,,,,,,
8128,mg,5895,0.02,4.12,,,,,,
8129,oriented,5897,0.02,4.12,,,,,,
8130,preventing,5903,0.02,4.12,,,,,,
8131,prof,5904,0.02,4.12,,,,,,
8132,provisions,5905,0.02,4.12,,,,,,
8133,reflected,5908,0.02,4.12,,,,,,
8134,rev,5912,0.02,4.12,,,,,,
8135,samsung,5915,0.02,4.12,,,,,,
8136,scholars,5916,0.02,4.12,,,,,,
8137,sri,5919,0.02,4.12,,,,,,
8138,streams,5920,0.02,4.12,,,,,,
8139,tends,5922,0.02,4.12,,,,,,
8140,variable,5925,0.02,4.12,,,,,,
8141,victorian,5926,0.02,4.12,,,,,,
8142,xi,5928,0.02,4.12,,,,,,
8143,zones,5929,0.02,4.12,,,,,,
8144,adjusted,5931,0.02,4.11,,,,,,
8145,artwork,5934,0.02,4.11,,,,,,
8146,bankruptcy,5939,0.02,4.11,,,,B2,noun,
8147,canon,5940,0.02,4.11,,,,B2,noun,
8148,capabilities,5941,0.02,4.11,,,,,,
8149,cognitive,5946,0.02,4.11,,,,,,
8150,competitors,5947,0.02,4.11,,,,,,
8151,connecticut,5948,0.02,4.11,,,,,,
8152,defender,5954,0.02,4.11,,,,B1,noun,
8153,divisions,5957,0.02,4.11,,,,,,
8154,editorial,5959,0.02,4.11,,,,B2,noun,
8155,enabled,5960,0.02,4.11,,,,,,
8156,establishing,5963,0.02,4.11,,,,,,
8157,generic,5966,0.02,4.11,,,,,,
8158,hybrid,5975,0.02,4.11,,,,B2,adjective,
8159,investing,5977,0.02,4.11,,,,,,
8160,lasting,5979,0.02,4.11,,,,B1,adjective,
8161,locally,5980,0.02,4.11,,,,,,
8162,minimal,5983,0.02,4.11,,,,,,
8163,molecular,5985,0.02,4.11,,,,,,
8164,overview,5991,0.02,4.11,,,,,,
8165,palestinian,5993,0.02,4.11,,,,,,
8166,potato,5998,0.02,4.11,4307,0.03,4.11,A1,noun,0.0
8167,preference,6000,0.02,4.11,,,,B1,noun,
8168,proportion,6002,0.02,4.11,,,,B1,noun,
8169,purchases,6003,0.02,4.11,,,,,,
8170,rd,6005,0.02,4.11,,,,,,
8171,reflects,6006,0.02,4.11,,,,,,
8172,restoration,6008,0.02,4.11,,,,,,
8173,voter,6016,0.02,4.11,,,,B2,noun,
8174,advantages,6020,0.02,4.1,,,,,,
8175,archives,6022,0.02,4.1,,,,,,
8176,array,6023,0.02,4.1,,,,,,
8177,assisted,6024,0.02,4.1,,,,,,
8178,calculated,6031,0.02,4.1,,,,,,
8179,centres,6033,0.02,4.1,,,,,,
8180,chapters,6034,0.02,4.1,,,,,,
8181,citizenship,6035,0.02,4.1,,,,B1,noun,
8182,conflicts,6038,0.02,4.1,,,,,,
8183,consensus,6039,0.02,4.1,,,,B2,noun,
8184,cycling,6040,0.02,4.1,,,,A2,noun,
8185,derby,6043,0.02,4.1,,,,,,
8186,distinction,6044,0.02,4.1,,,,B1,noun,
8187,donations,6045,0.02,4.1,,,,,,
8188,fig,6052,0.02,4.1,,,,,,
8189,implications,6060,0.02,4.1,,,,,,
8190,import,6061,0.02,4.1,,,,B2,verb,
8191,innovative,6062,0.02,4.1,,,,B2,adjective,
8192,ipad,6063,0.02,4.1,,,,,,
8193,monetary,6073,0.02,4.1,,,,,,
8194,nutrition,6075,0.02,4.1,,,,B1,noun,
8195,ore,6076,0.02,4.1,,,,,,
8196,os,6077,0.02,4.1,,,,,,
8197,outcomes,6078,0.02,4.1,,,,,,
8198,polls,6081,0.02,4.1,,,,,,
8199,portugal,6083,0.02,4.1,,,,,,
8200,proteins,6086,0.02,4.1,,,,,,
8201,provider,6087,0.02,4.1,,,,,,
8202,rewards,6093,0.02,4.1,,,,,,
8203,seemingly,6095,0.02,4.1,,,,,,
8204,senators,6096,0.02,4.1,,,,,,
8205,southwest,6100,0.02,4.1,,,,B1,"adjective, noun",
8206,titled,6106,0.02,4.1,,,,,,
8207,unlimited,6108,0.02,4.1,,,,B2,adjective,
8208,consisting,6121,0.02,4.09,,,,,,
8209,dairy,6123,0.02,4.09,,,,,,
8210,dakota,6124,0.02,4.09,,,,,,
8211,entries,6135,0.02,4.09,,,,,,
8212,euro,6136,0.02,4.09,,,,A2,noun,
8213,exports,6138,0.02,4.09,,,,,,
8214,fl,6140,0.02,4.09,,,,,,
8215,forecast,6143,0.02,4.09,,,,B1,noun,
8216,fr,6144,0.02,4.09,,,,,,
8217,governance,6145,0.02,4.09,,,,,,
8218,indicating,6149,0.02,4.09,,,,,,
8219,indoor,6150,0.02,4.09,,,,A2,adjective,
8220,influential,6151,0.02,4.09,,,,B2,adjective,
8221,lighter,6161,0.02,4.09,4453,0.03,4.09,B1,noun,0.0
8222,mentions,6164,0.02,4.09,,,,,,
8223,prevented,6171,0.02,4.09,,,,,,
8224,roster,6176,0.02,4.09,,,,,,
8225,should've,6182,0.02,4.09,,,,,,
8226,team's,6190,0.02,4.09,,,,,,
8227,treatments,6195,0.02,4.09,,,,,,
8228,tweeted,6196,0.02,4.09,,,,,,
8229,variations,6198,0.02,4.09,,,,,,
8230,vi,6199,0.02,4.09,,,,,,
8231,where's,6200,0.02,4.09,,,,,,
8232,wi,6201,0.02,4.09,,,,,,
8233,acknowledged,6203,0.02,4.08,,,,,,
8234,advances,6204,0.02,4.08,,,,,,
8235,anticipated,6207,0.02,4.08,,,,,,
8236,basin,6210,0.02,4.08,,,,B1,noun,
8237,beneficial,6211,0.02,4.08,,,,B2,adjective,
8238,bros,6217,0.02,4.08,,,,,,
8239,careers,6220,0.02,4.08,,,,,,
8240,comparable,6225,0.02,4.08,,,,,,
8241,contributing,6229,0.02,4.08,,,,,,
8242,diameter,6230,0.02,4.08,,,,B1,noun,
8243,dublin,6232,0.02,4.08,,,,,,
8244,duo,6234,0.02,4.08,,,,,,
8245,dynamics,6235,0.02,4.08,,,,,,
8246,enhanced,6237,0.02,4.08,,,,,,
8247,essays,6238,0.02,4.08,,,,,,
8248,focuses,6244,0.02,4.08,,,,,,
8249,historically,6253,0.02,4.08,,,,,,
8250,hub,6254,0.02,4.08,,,,,,
8251,kg,6258,0.02,4.08,,,,,,
8252,labels,6259,0.02,4.08,,,,,,
8253,layout,6262,0.02,4.08,,,,,,
8254,micro,6268,0.02,4.08,,,,B2,noun,
8255,nintendo,6270,0.02,4.08,,,,,,
8256,objectives,6271,0.02,4.08,,,,,,
8257,penalties,6278,0.02,4.08,,,,,,
8258,presidents,6285,0.02,4.08,,,,,,
8259,provincial,6288,0.02,4.08,,,,,,
8260,rotation,6293,0.02,4.08,,,,,,
8261,societies,6297,0.02,4.08,,,,,,
8262,struggles,6300,0.02,4.08,,,,,,
8263,variation,6312,0.02,4.08,,,,B2,noun,
8264,viewing,6313,0.02,4.08,,,,,,
8265,viral,6314,0.02,4.08,,,,,,
8266,®,6319,0.02,4.08,,,,,,
8267,administrator,6321,0.02,4.07,,,,,,
8268,affecting,6322,0.02,4.07,,,,,,
8269,animated,6325,0.02,4.07,,,,B1,adjective,
8270,assess,6327,0.02,4.07,,,,B2,verb,
8271,bio,6335,0.02,4.07,,,,B2,noun,
8272,capability,6340,0.02,4.07,,,,B2,noun,
8273,chiefs,6342,0.02,4.07,,,,,,
8274,commented,6343,0.02,4.07,,,,,,
8275,computing,6344,0.02,4.07,,,,,,
8276,displays,6352,0.02,4.07,,,,,,
8277,emissions,6354,0.02,4.07,,,,,,
8278,ethical,6355,0.02,4.07,,,,,,
8279,excellence,6356,0.02,4.07,,,,B1,noun,
8280,inhabitants,6367,0.02,4.07,,,,,,
8281,inn,6369,0.02,4.07,4619,0.03,4.07,,,0.0
8282,measuring,6377,0.02,4.07,,,,,,
8283,momentum,6379,0.02,4.07,,,,,,
8284,montreal,6381,0.02,4.07,,,,,,
8285,nationwide,6383,0.02,4.07,,,,B2,"adjective, adverb",
8286,newcastle,6385,0.02,4.07,,,,,,
8287,nomination,6388,0.02,4.07,,,,B2,noun,
8288,notable,6389,0.02,4.07,,,,,,
8289,optical,6391,0.02,4.07,,,,,,
8290,outlook,6392,0.02,4.07,,,,B2,noun,
8291,phd,6395,0.02,4.07,,,,,,
8292,ports,6396,0.02,4.07,,,,,,
8293,programmes,6398,0.02,4.07,,,,,,
8294,prospects,6399,0.02,4.07,,,,,,
8295,publishers,6400,0.02,4.07,,,,,,
8296,quantity,6401,0.02,4.07,,,,B1,noun,
8297,retained,6409,0.02,4.07,,,,,,
8298,sectors,6414,0.02,4.07,,,,,,
8299,span,6416,0.02,4.07,,,,B2,verb,
8300,specialized,6417,0.02,4.07,,,,,,
8301,submission,6419,0.02,4.07,,,,,,
8302,supporter,6421,0.02,4.07,,,,B1,noun,
8303,valued,6427,0.02,4.07,,,,,,
8304,ab,6429,0.02,4.06,,,,,,
8305,accommodation,6430,0.02,4.06,,,,B2,noun,
8306,achievements,6431,0.02,4.06,,,,,,
8307,addressing,6432,0.02,4.06,,,,,,
8308,allegedly,6434,0.02,4.06,,,,,,
8309,ballot,6440,0.02,4.06,,,,B2,noun,
8310,btw,6443,0.02,4.06,,,,,,
8311,cemetery,6444,0.02,4.06,4657,0.03,4.06,B2,noun,0.0
8312,chile,6448,0.02,4.06,,,,,,
8313,compact,6450,0.02,4.06,,,,,,
8314,completing,6451,0.02,4.06,,,,,,
8315,consulting,6452,0.02,4.06,,,,,,
8316,cooling,6453,0.02,4.06,,,,,,
8317,could've,6455,0.02,4.06,,,,,,
8318,deficit,6456,0.02,4.06,,,,B2,noun,
8319,detection,6461,0.02,4.06,,,,,,
8320,fc,6469,0.02,4.06,,,,,,
8321,fiber,6470,0.02,4.06,,,,,,
8322,guided,6474,0.02,4.06,,,,,,
8323,independently,6481,0.02,4.06,,,,B2,adverb,
8324,instances,6484,0.02,4.06,,,,,,
8325,intensive,6485,0.02,4.06,,,,B1,adjective,
8326,interactive,6486,0.02,4.06,,,,B2,adjective,
8327,lbs,6489,0.02,4.06,,,,,,
8328,nigerian,6493,0.02,4.06,,,,,,
8329,northeast,6494,0.02,4.06,,,,B1,"adjective, noun",
8330,panels,6497,0.02,4.06,,,,,,
8331,pokemon,6499,0.02,4.06,,,,,,
8332,politically,6500,0.02,4.06,,,,B2,adverb,
8333,priorities,6503,0.02,4.06,,,,,,
8334,pronounced,6504,0.02,4.06,,,,,,
8335,purchasing,6508,0.02,4.06,,,,,,
8336,reforms,6513,0.02,4.06,,,,,,
8337,revenues,6514,0.02,4.06,,,,,,
8338,smartphone,6521,0.02,4.06,,,,,,
8339,specified,6522,0.02,4.06,,,,,,
8340,subscription,6526,0.02,4.06,,,,,,
8341,technological,6528,0.02,4.06,,,,B1,adjective,
8342,tolerance,6530,0.02,4.06,,,,,,
8343,traditionally,6532,0.02,4.06,,,,B1,adverb,
8344,adequate,6539,0.02,4.05,,,,B2,adjective,
8345,arkansas,6542,0.02,4.05,,,,,,
8346,attributed,6543,0.02,4.05,,,,,,
8347,belonging,6545,0.02,4.05,,,,,,
8348,diesel,6559,0.02,4.05,,,,,,
8349,dimensions,6560,0.02,4.05,,,,,,
8350,doesnt,6563,0.02,4.05,,,,,,
8351,effectiveness,6567,0.02,4.05,,,,B2,noun,
8352,graph,6577,0.02,4.05,,,,B1,noun,
8353,influences,6582,0.02,4.05,,,,,,
8354,interact,6583,0.02,4.05,,,,B1,verb,
8355,limitations,6587,0.02,4.05,,,,,,
8356,measurement,6589,0.02,4.05,,,,B1,noun,
8357,measurements,6590,0.02,4.05,,,,,,
8358,median,6591,0.02,4.05,,,,,,
8359,mobility,6594,0.02,4.05,,,,B2,noun,
8360,nc,6597,0.02,4.05,,,,,,
8361,nyc,6599,0.02,4.05,,,,,,
8362,omg,6600,0.02,4.05,,,,,,
8363,orientation,6601,0.02,4.05,,,,,,
8364,oven,6602,0.02,4.05,4744,0.03,4.05,A2,noun,0.0
8365,planets,6607,0.02,4.05,4788,0.03,4.05,,,0.0
8366,proceeds,6608,0.02,4.05,,,,,,
8367,raises,6610,0.02,4.05,,,,,,
8368,ranges,6611,0.02,4.05,,,,,,
8369,rhythm,6614,0.02,4.05,4781,0.03,4.05,A2,noun,0.0
8370,servers,6617,0.02,4.05,,,,,,
8371,spam,6624,0.02,4.05,,,,,,
8372,speeds,6625,0.02,4.05,,,,,,
8373,stance,6627,0.02,4.05,,,,,,
8374,state's,6628,0.02,4.05,,,,,,
8375,week's,6642,0.02,4.05,,,,,,
8376,withdrawal,6645,0.02,4.05,,,,B2,noun,
8377,aging,6647,0.02,4.04,,,,,,
8378,alternatives,6649,0.02,4.04,,,,,,
8379,argues,6651,0.02,4.04,,,,,,
8380,audit,6652,0.02,4.04,,,,B2,noun,
8381,ave,6654,0.02,4.04,,,,,,
8382,bi,6656,0.02,4.04,,,,,,
8383,clips,6664,0.02,4.04,,,,,,
8384,columbus,6666,0.02,4.04,,,,,,
8385,comply,6667,0.02,4.04,,,,,,
8386,cum,6672,0.02,4.04,,,,,,
8387,ebay,6678,0.02,4.04,,,,,,
8388,editors,6680,0.02,4.04,,,,,,
8389,enhance,6683,0.02,4.04,,,,B2,verb,
8390,extending,6685,0.02,4.04,,,,,,
8391,immigrant,6695,0.02,4.04,,,,B2,noun,
8392,induced,6696,0.02,4.04,,,,,,
8393,intermediate,6698,0.02,4.04,,,,B1,adjective,
8394,ip,6700,0.02,4.04,,,,,,
8395,joins,6702,0.02,4.04,,,,,,
8396,lgbt,6704,0.02,4.04,,,,,,
8397,lineup,6706,0.02,4.04,,,,,,
8398,mathematical,6709,0.02,4.04,,,,B2,adjective,
8399,nonetheless,6714,0.02,4.04,,,,B1,adverb,
8400,o'clock,6716,0.02,4.04,,,,A1,adverb,
8401,opposing,6717,0.02,4.04,,,,,,
8402,origins,6718,0.02,4.04,,,,,,
8403,orlando,6719,0.02,4.04,,,,,,
8404,person's,6720,0.02,4.04,,,,,,
8405,physicians,6721,0.02,4.04,,,,,,
8406,pipeline,6722,0.02,4.04,,,,,,
8407,placement,6723,0.02,4.04,,,,,,
8408,pricing,6725,0.02,4.04,,,,,,
8409,pt,6726,0.02,4.04,,,,,,
8410,recreation,6729,0.02,4.04,,,,B2,noun,
8411,renewed,6730,0.02,4.04,,,,,,
8412,rt,6732,0.02,4.04,,,,,,
8413,strengthen,6743,0.02,4.04,,,,B1,verb,
8414,thermal,6749,0.02,4.04,,,,,,
8415,trades,6750,0.02,4.04,,,,,,
8416,workplace,6753,0.02,4.04,,,,B1,noun,
8417,yorkshire,6755,0.02,4.04,,,,,,
8418,achieving,6756,0.02,4.03,,,,,,
8419,analyst,6759,0.02,4.03,,,,B2,noun,
8420,assists,6762,0.02,4.03,,,,,,
8421,bristol,6764,0.02,4.03,,,,,,
8422,calories,6767,0.02,4.03,,,,,,
8423,cannabis,6768,0.02,4.03,,,,,,
8424,championships,6770,0.02,4.03,,,,,,
8425,conferences,6773,0.02,4.03,,,,,,
8426,considers,6774,0.02,4.03,,,,,,
8427,deployed,6778,0.02,4.03,,,,,,
8428,differ,6779,0.02,4.03,,,,B1,verb,
8429,dimensional,6780,0.02,4.03,,,,,,
8430,elect,6782,0.02,4.03,,,,B2,verb,
8431,elevated,6783,0.02,4.03,,,,,,
8432,executives,6785,0.02,4.03,,,,,,
8433,family's,6786,0.02,4.03,,,,,,
8434,hype,6795,0.02,4.03,,,,,,
8435,identifying,6796,0.02,4.03,,,,,,
8436,impacts,6797,0.02,4.03,,,,,,
8437,king's,6803,0.02,4.03,,,,,,
8438,mechanisms,6808,0.02,4.03,,,,,,
8439,motors,6812,0.02,4.03,,,,,,
8440,mph,6813,0.02,4.03,,,,,,
8441,navigation,6814,0.02,4.03,,,,B2,noun,
8442,paragraph,6817,0.02,4.03,,,,A1,noun,
8443,passive,6818,0.02,4.03,,,,B1,adjective,
8444,peninsula,6819,0.02,4.03,,,,,,
8445,profitable,6824,0.02,4.03,,,,B2,adjective,
8446,provinces,6825,0.02,4.03,,,,,,
8447,reasonably,6828,0.02,4.03,,,,B2,adverb,
8448,remainder,6830,0.02,4.03,,,,B1,noun,
8449,schemes,6831,0.02,4.03,,,,,,
8450,screens,6832,0.02,4.03,,,,,,
8451,sentiment,6835,0.02,4.03,,,,,,
8452,sp,6839,0.02,4.03,,,,,,
8453,sr,6840,0.02,4.03,,,,,,
8454,supplement,6842,0.02,4.03,,,,B2,noun,
8455,thereby,6844,0.02,4.03,,,,,,
8456,threshold,6845,0.02,4.03,,,,,,
8457,uncertainty,6852,0.02,4.03,,,,B1,noun,
8458,varied,6854,0.02,4.03,,,,B2,adjective,
8459,accommodate,6857,0.02,4.02,,,,,,
8460,accordingly,6858,0.02,4.02,,,,B2,adverb,
8461,aesthetic,6859,0.02,4.02,,,,,,
8462,algorithm,6860,0.02,4.02,,,,,,
8463,apr,6864,0.02,4.02,,,,,,
8464,associations,6866,0.02,4.02,,,,,,
8465,audiences,6868,0.02,4.02,,,,,,
8466,axis,6869,0.02,4.02,,,,B2,noun,
8467,bs,6875,0.02,4.02,,,,,,
8468,carriers,6880,0.02,4.02,,,,,,
8469,complexity,6883,0.02,4.02,,,,B2,noun,
8470,consultation,6885,0.02,4.02,,,,,,
8471,continental,6886,0.02,4.02,,,,,,
8472,environments,6900,0.02,4.02,,,,,,
8473,flexibility,6906,0.02,4.02,,,,B2,noun,
8474,fm,6908,0.02,4.02,,,,,,
8475,functioning,6910,0.02,4.02,,,,,,
8476,fusion,6911,0.02,4.02,,,,,,
8477,gauge,6912,0.02,4.02,,,,,,
8478,graduates,6914,0.02,4.02,,,,,,
8479,holders,6918,0.02,4.02,,,,,,
8480,ideology,6919,0.02,4.02,,,,B2,noun,
8481,inclusion,6921,0.02,4.02,,,,,,
8482,initiatives,6922,0.02,4.02,,,,,,
8483,innings,6923,0.02,4.02,,,,,,
8484,ive,6927,0.02,4.02,,,,,,
8485,justified,6928,0.02,4.02,,,,,,
8486,mega,6934,0.02,4.02,,,,,,
8487,namely,6936,0.02,4.02,,,,,,
8488,nbc,6937,0.02,4.02,,,,,,
8489,nhl,6940,0.02,4.02,,,,,,
8490,obama's,6941,0.02,4.02,,,,,,
8491,observations,6942,0.02,4.02,,,,,,
8492,peers,6946,0.02,4.02,,,,,,
8493,platinum,6948,0.02,4.02,,,,,,
8494,praised,6950,0.02,4.02,,,,,,
8495,probability,6952,0.02,4.02,,,,B1,noun,
8496,ps,6953,0.02,4.02,,,,,,
8497,starter,6963,0.02,4.02,,,,,,
8498,subscribe,6965,0.02,4.02,,,,,,
8499,surfaces,6967,0.02,4.02,,,,,,
8500,territories,6969,0.02,4.02,,,,,,
8501,tl,6971,0.02,4.02,,,,,,
8502,transfers,6973,0.02,4.02,,,,,,
8503,voltage,6975,0.02,4.02,,,,,,
8504,width,6977,0.02,4.02,,,,B2,noun,
8505,workout,6978,0.02,4.02,,,,B1,noun,
8506,aa,6979,0.02,4.01,,,,,,
8507,adaptation,6982,0.02,4.01,,,,,,
8508,aluminum,6984,0.02,4.01,,,,,,
8509,attitudes,6986,0.02,4.01,,,,,,
8510,attorneys,6987,0.02,4.01,,,,,,
8511,barriers,6989,0.02,4.01,,,,,,
8512,broader,6993,0.02,4.01,,,,,,
8513,characterized,6997,0.02,4.01,,,,,,
8514,contractors,7000,0.02,4.01,,,,,,
8515,creativity,7001,0.02,4.01,,,,A2,noun,
8516,evaluate,7010,0.02,4.01,,,,B2,verb,
8517,formally,7011,0.02,4.01,,,,B1,adverb,
8518,frames,7012,0.02,4.01,,,,,,
8519,gov,7014,0.02,4.01,,,,,,
8520,hampshire,7015,0.02,4.01,,,,,,
8521,insert,7019,0.02,4.01,,,,,,
8522,lebanon,7021,0.02,4.01,,,,,,
8523,leeds,7022,0.02,4.01,,,,,,
8524,milwaukee,7031,0.02,4.01,,,,,,
8525,nato,7033,0.02,4.01,,,,,,
8526,notably,7035,0.02,4.01,,,,,,
8527,packages,7038,0.02,4.01,,,,,,
8528,pakistani,7040,0.02,4.01,,,,,,
8529,participated,7041,0.02,4.01,,,,,,
8530,preservation,7043,0.02,4.01,,,,B1,noun,
8531,prizes,7046,0.02,4.01,,,,,,
8532,qualifying,7048,0.02,4.01,,,,,,
8533,reasoning,7049,0.02,4.01,,,,,,
8534,seller,7057,0.02,4.01,,,,B2,noun,
8535,sen,7058,0.02,4.01,,,,,,
8536,theoretical,7070,0.02,4.01,,,,,,
8537,timber,7072,0.02,4.01,,,,,,
8538,transparent,7073,0.02,4.01,,,,B2,adjective,
8539,trump's,7075,0.02,4.01,,,,,,
8540,tweets,7076,0.02,4.01,,,,,,
8541,tx,7077,0.02,4.01,,,,,,
8542,urged,7079,0.02,4.01,,,,,,
8543,vitamin,7081,0.02,4.01,,,,B2,noun,
8544,voluntary,7083,0.02,4.01,,,,,,
8545,™,7089,0.02,4.01,,,,,,
8546,acute,7091,0.02,4.0,,,,B2,adjective,
8547,capitol,7103,0.02,4.0,,,,,,
8548,celtic,7104,0.02,4.0,,,,,,
8549,civic,7107,0.02,4.0,,,,,,
8550,considerably,7110,0.02,4.0,,,,B2,adverb,
8551,criticized,7114,0.02,4.0,,,,,,
8552,decreased,7117,0.02,4.0,,,,,,
8553,deposits,7120,0.02,4.0,,,,,,
8554,disclosure,7121,0.02,4.0,,,,,,
8555,distinctive,7123,0.02,4.0,,,,,,
8556,documented,7124,0.02,4.0,,,,,,
8557,else's,7128,0.02,4.0,,,,,,
8558,encounters,7129,0.02,4.0,,,,,,
8559,ensuring,7130,0.02,4.0,,,,,,
8560,enterprises,7131,0.02,4.0,,,,,,
8561,gdp,7136,0.02,4.0,,,,,,
8562,hindu,7138,0.02,4.0,,,,,,
8563,holdings,7139,0.02,4.0,,,,,,
8564,indie,7140,0.02,4.0,,,,,,
8565,indirect,7141,0.02,4.0,,,,B1,adjective,
8566,institutional,7143,0.02,4.0,,,,,,
8567,interim,7144,0.02,4.0,,,,,,
8568,java,7146,0.02,4.0,,,,,,
8569,magnitude,7156,0.02,4.0,,,,,,
8570,mc,7157,0.02,4.0,,,,,,
8571,nhs,7159,0.02,4.0,,,,,,
8572,noting,7160,0.02,4.0,,,,,,
8573,outlet,7163,0.02,4.0,,,,B2,noun,
8574,outlets,7164,0.02,4.0,,,,,,
8575,parameters,7165,0.02,4.0,,,,,,
8576,protesters,7170,0.02,4.0,,,,,,
8577,recruitment,7175,0.02,4.0,,,,,,
8578,silicon,7179,0.02,4.0,,,,,,
8579,spurs,7182,0.02,4.0,,,,,,
8580,subscribers,7183,0.02,4.0,,,,,,
8581,surveys,7184,0.02,4.0,,,,,,
8582,telegraph,7186,0.02,4.0,,,,,,
8583,vinyl,7189,0.02,4.0,,,,,,
8584,westminster,7190,0.02,4.0,,,,,,
8585,accurately,7193,0.02,3.99,,,,B1,adverb,
8586,adelaide,7194,0.02,3.99,,,,,,
8587,affiliate,7195,0.02,3.99,,,,,,
8588,brussels,7201,0.02,3.99,,,,,,
8589,centered,7203,0.02,3.99,,,,,,
8590,child's,7204,0.02,3.99,,,,,,
8591,clause,7205,0.02,3.99,,,,B2,noun,
8592,cluster,7206,0.02,3.99,,,,,,
8593,compounds,7208,0.02,3.99,,,,,,
8594,consistency,7209,0.02,3.99,,,,,,
8595,cr,7210,0.02,3.99,,,,,,
8596,cylinder,7212,0.02,3.99,,,,,,
8597,debts,7215,0.02,3.99,5221,0.02,3.99,,,0.0
8598,entrepreneur,7219,0.02,3.99,,,,B2,noun,
8599,evident,7220,0.02,3.99,,,,B1,adjective,
8600,expectation,7221,0.02,3.99,,,,B2,noun,
8601,expressing,7223,0.02,3.99,,,,,,
8602,extends,7224,0.02,3.99,,,,,,
8603,facilitate,7225,0.02,3.99,,,,B2,verb,
8604,failures,7226,0.02,3.99,,,,,,
8605,feat,7227,0.02,3.99,,,,B2,noun,
8606,fossil,7228,0.02,3.99,,,,,,
8607,founding,7229,0.02,3.99,,,,,,
8608,freight,7230,0.02,3.99,,,,,,
8609,generating,7231,0.02,3.99,,,,,,
8610,guides,7233,0.02,3.99,,,,,,
8611,honesty,7234,0.02,3.99,5229,0.02,3.99,B1,noun,0.0
8612,initiated,7237,0.02,3.99,,,,,,
8613,interstate,7242,0.02,3.99,,,,,,
8614,launching,7244,0.02,3.99,,,,,,
8615,linux,7246,0.02,3.99,,,,,,
8616,mates,7248,0.02,3.99,5225,0.02,3.99,,,0.0
8617,nation's,7250,0.02,3.99,,,,,,
8618,neo,7253,0.02,3.99,,,,,,
8619,obligations,7255,0.02,3.99,,,,,,
8620,offset,7256,0.02,3.99,,,,,,
8621,outbreak,7257,0.02,3.99,,,,B2,noun,
8622,palestine,7259,0.02,3.99,,,,,,
8623,prohibited,7267,0.02,3.99,,,,,,
8624,projected,7268,0.02,3.99,,,,,,
8625,quarterly,7270,0.02,3.99,,,,,,
8626,recipes,7271,0.02,3.99,,,,,,
8627,recruiting,7272,0.02,3.99,,,,,,
8628,rehabilitation,7274,0.02,3.99,,,,,,
8629,remix,7276,0.02,3.99,,,,,,
8630,resistant,7277,0.02,3.99,,,,,,
8631,riders,7279,0.02,3.99,,,,,,
8632,uncertain,7299,0.02,3.99,,,,A2,adjective,
8633,upload,7300,0.02,3.99,,,,B1,verb,
8634,vector,7301,0.02,3.99,,,,,,
8635,violations,7302,0.02,3.99,,,,,,
8636,acoustic,7308,0.02,3.98,,,,,,
8637,archive,7311,0.02,3.98,,,,,,
8638,compelling,7324,0.02,3.98,,,,,,
8639,compiled,7325,0.02,3.98,,,,,,
8640,construct,7327,0.02,3.98,,,,B1,verb,
8641,cyber,7330,0.02,3.98,,,,,,
8642,debates,7332,0.02,3.98,,,,,,
8643,delays,7334,0.02,3.98,,,,,,
8644,doctrine,7337,0.02,3.98,,,,,,
8645,financially,7339,0.02,3.98,,,,B2,adverb,
8646,gameplay,7342,0.02,3.98,,,,,,
8647,geography,7343,0.02,3.98,,,,B1,noun,
8648,government's,7345,0.02,3.98,,,,,,
8649,habitat,7346,0.02,3.98,,,,B1,noun,
8650,implies,7350,0.02,3.98,,,,,,
8651,intake,7352,0.02,3.98,,,,,,
8652,manufacture,7359,0.02,3.98,,,,B2,"noun, verb",
8653,nashville,7365,0.02,3.98,,,,,,
8654,nebraska,7366,0.02,3.98,,,,,,
